36266	OSS-HAS
36298	OSS-HAS
36309	GAP
36310	INCONCLUSIVE
36327	OSS-HAS
36331	OSS-HAS
36344	OSS-HAS
36345	OSS-HAS
36353	OSS-HAS
36365	OSS-HAS
36373	OSS-HAS
36385	OSS-HAS
36401	GAP
36408	OSS-HAS
36411	PARTIAL
36412	OSS-HAS
36447	PARTIAL
36449	OSS-HAS
36455	OSS-HAS
36473	GAP
36483	GAP
36496	PARTIAL
36516	OSS-HAS
36533	OSS-HAS
36545	OSS-HAS
36560	OSS-HAS
36568	GAP
36576	GAP
36580	OSS-HAS
36601	OSS-HAS
36602	PARTIAL
36609	OSS-HAS
36610	OSS-HAS
36616	OSS-HAS
36617	GAP
0361a71ad8bfee8d6820a28675cf6cb52712223b	36496
058ab39fb956c2edbcb15a97a46120307033f967	34744
0b95dc8d27f2e69b40e23af335ee487f47e333bf	34910
17a54d69a7744384cb2c17ded326a55a73cfa128	35101
1a1eab735f3ef25c91354d5cb92f0758fa288488	36259
20bc055ecf3809c9dc1ce149cf0ab5af6f3264fc	35072
2531bc6ea5cacfa54151e7cb8cf192ea5b90cffb	35735
25689ef0d1b73173b3dbaa7d6e99fd274be43921	34854
29cfd66ca09aec62cc84ba799c7e35c4a8f7c294	35040
2c1f7f33f5fac3e1629664245c7f337c9265f1e3	36609
2d621e05c8884c704fa202a3931ef765e9e68a84	35182
33798b23ca167fb83969fce29d4a6ccf4824d4ac	35152
382b6c634e7a800292de6a744c198f2e55f2096b	36609
3a3a714148aaf9efd96b4849c03c1e9c0d306044	34719
42f030117ac82a831381aa5c09e7cc0da418700f	35111
476c1a5a6be2f14e653207ffba5c46dd441956a6	34925
47b9178478a3986034b5283d55e84600ca3e64ab	36576
483a443c94a3eb6ca9ce81565320f07f0d6ce60e	36401
4a5ea9230dc93c242acf5794f7b47d893d5d276d	35126
4c7cea4ff77a9a369db7f4c80cd792b23b4f8ba1	35052
4c8f3d92eb682602c6e7891ced61549bef11b8cc	36263
55b84c644fee98d7fad0e6f29d95a2dde98438fa	34990
573a4f2c35527f14ce7375ca1c914ab3c64a77e3	35968
608e5d7d72b91ea2f57826f1607adb71ef385d2b	34777
646440f9d9b08ac59dbe42e7e37d2aebaf52b769	34873
6622bca34959c021298eb347992898d7a12ffcdf	35135
685dcbac2a653d372a0e087034382590d7ebda48	34696
697a8b03f4b84958a6891743029722511a69af11	34852
6c075f18d2f4d1086907fd5d6a1f8d8c4a1bdd68	36576
7043238a7ea4b38643d2fae4294fdadabd3d57f2	34964
70ea68ad1a273c77417ab6b2310c4366568a2ede	35056
7166337f56d158d37d87e5c4a58872e8c062341e	36617
7188807a653dc4561e9d492b1a975e45c13f86fa	35040
72793f2c304ae0b311ac04af53e32a19f8b91166	34720
75622c035e1db925a1bbc13f892e8631863b0e6d	35040
75bc458cd30aa9ae3b057eaaa8d1d423e2b5f4ee	34813
83cdbc6400f7775f8071dbf897d8cb043e58f858	34680
845ecace99fa6d9da4c9d8add939f38c62c82c06	35081
8597c5871152e19c33a76e4efb32754a80068638	35089
85b3d61658d7e6336e1d5498a137a1e97a4511ce	34960
8bbc791fb99573303d90c04f7ac1972e5e6d69a3	34691
9334e6f9114f65a5f7c8f7485e12e6b3cee2e467	34904
96007a1ade8f0585697ef88f076729e3275e039c	35098
98fd4dcb9de6361e4c856e6c36551878a0042873	34829
9d5aa6fe1cd1b2209e14daa00178aff7b5609396	34724
a3a721162e1f046da4761d2cebcebf7555755018	34721
a3be3ad0d79476891bcc03a145115132f0c73aa2	34862
aeeb38bc0d73c1130308c3a22821e7e74b589846	34499
b38017f721a72bbb657fc4c9d21c5b8a61d481a9	34833
bee59daf1df7da2185092ca63eceece109eb02af	36483
c399641057417c2b547ad00190149cd9d2e3e516	35100
c4dda3a3e798167a3b7c4e640f2ceec9db5cea75	36617
c793467cc6698949ac4bd5074f563131aa5f1831	36455
c92368819e78fb3cc2bf6e81c8059dbc53e43f29	34999
cffbe90695b0ce45216eea06152ce9f7c47ea76e	34714
d1eac8818142d8d853c252a758dd740cc4133941	34707
d6a05f2105ebcc2cd1c65e26675a542ea516b158	34803
d72268f187a1c0673f6eb84de41f061079e3b974	34755
dcf37b32db0bb386342a091b071384743f307a19	34776
ddf226d702609d352431e3f0f5e346e1d97c382d	35068
deb331ccca1c7601060a0605ff655f17a4732d53	34480
e8c993de8b4b57c27cc90b3b8418e73ce82cce22	36576
ed281a4421af6c76d2f2bfca69380bccae27a455	35083
ed65a65ac431f4dd63f27b47d4af91d6c94ac5df	35051
ed9ff4e4797a244a6b986dfdb2b43ebdce12d401	36309
f1a67c40d41ad60d54ce88f8d3a7039c3e842436	34916
f57217cef0cb5ff4160b6ff972585696f9921c74	34745
f7bc2c382a48c403ceb1c93729defa6013025669	36298
f8bf02b8dbeb431ec54032371e1d4827f49be868	34703
ff01f0e8a462ca5ad6a9d1003190eb8e1f9c1d79	34860
